0 	288.15
0.00217143 	287.251
0.00434286 	286.394
0.00651429 	285.653
0.00868571 	285.088
0.0108571 	284.715
0.0130286 	284.513
0.0152 	284.437
0.0173714 	284.44
0.0195429 	284.486
0.0217143 	284.553
0.0238857 	284.628
0.0260571 	284.704
0.0282286 	284.781
0.0304 	284.856
0.0325714 	284.929
0.0347429 	284.997
0.0369143 	285.06
0.0390857 	285.115
0.0412571 	285.162
0.0434286 	285.198
0.0456 	285.22
0.0477714 	285.228
0.0499429 	285.218
0.0521143 	285.186
0.0542857 	285.126
0.0564571 	285.029
0.0586286 	284.883
0.0608 	284.674
0.0629714 	284.376
0.0651429 	283.956
0.0673143 	283.334
0.0694857 	282.354
0.0716571 	280.897
0.0738286 	279.035
0.076 	276.939
