0 	288.15
0.00217143 	287.851
0.00434286 	287.557
0.00651429 	287.286
0.00868571 	287.057
0.0108571 	286.889
0.0130286 	286.786
0.0152 	286.739
0.0173714 	286.728
0.0195429 	286.739
0.0217143 	286.761
0.0238857 	286.79
0.0260571 	286.82
0.0282286 	286.851
0.0304 	286.879
0.0325714 	286.905
0.0347429 	286.926
0.0369143 	286.943
0.0390857 	286.952
0.0412571 	286.953
0.0434286 	286.945
0.0456 	286.924
0.0477714 	286.889
0.0499429 	286.835
0.0521143 	286.759
0.0542857 	286.657
0.0564571 	286.521
0.0586286 	286.342
0.0608 	286.108
0.0629714 	285.799
0.0651429 	285.378
0.0673143 	284.764
0.0694857 	283.794
0.0716571 	282.327
0.0738286 	280.443
0.076 	278.338
