0 	0 	0 	0
0.00217143 	0.000221548 	0.0545208 	-0.000177035
0.00434286 	0.000396353 	0.0785545 	-0.000441362
0.00651429 	0.000410848 	0.0818598 	-0.000707212
0.00868571 	0.00024385 	0.0738267 	-0.000923691
0.0108571 	-8.76187e-05 	0.062177 	-0.00108109
0.0130286 	-0.000521318 	0.0518546 	-0.0011816
0.0152 	-0.000994393 	0.0447067 	-0.00123922
0.0173714 	-0.00145687 	0.040566 	-0.00126468
0.0195429 	-0.00187622 	0.0384862 	-0.0012648
0.0217143 	-0.00223683 	0.0375418 	-0.00124498
0.0238857 	-0.00253286 	0.0370992 	-0.00120927
0.0260571 	-0.00276237 	0.0367771 	-0.0011602
0.0282286 	-0.00292526 	0.0363341 	-0.00110013
0.0304 	-0.00302305 	0.0355942 	-0.00103189
0.0325714 	-0.00306031 	0.0344185 	-0.000957613
0.0347429 	-0.00304172 	0.0327031 	-0.000876627
0.0369143 	-0.00297424 	0.0303701 	-0.000787774
0.0390857 	-0.00286689 	0.0273579 	-0.000690407
0.0412571 	-0.00272731 	0.0236172 	-0.00058282
0.0434286 	-0.00256391 	0.0190999 	-0.000463189
0.0456 	-0.00238206 	0.0137474 	-0.000329438
0.0477714 	-0.00219708 	0.00755388 	-0.00018094
0.0499429 	-0.00201039 	0.000317381 	-1.25443e-05
0.0521143 	-0.00180603 	-0.00837304 	0.000182861
0.0542857 	-0.00158877 	-0.0187858 	0.000404435
0.0564571 	-0.00137308 	-0.0310216 	0.000645311
0.0586286 	-0.0011672 	-0.0450818 	0.00089435
0.0608 	-0.000975483 	-0.060898 	0.00113633
0.0629714 	-0.000801768 	-0.0782652 	0.00135092
0.0651429 	-0.000648938 	-0.0967111 	0.00151124
0.0673143 	-0.000515516 	-0.115629 	0.00158103
0.0694857 	-0.000386078 	-0.131906 	0.00149605
0.0716571 	-0.000243212 	-0.13278 	0.00118428
0.0738286 	-9.7274e-05 	-0.0963645 	0.000664031
0.076 	0 	0 	0
