0 	0 	0 	0
0.00217143 	0.000251499 	0.0215962 	0.000296001
0.00434286 	0.000266081 	0.045495 	0.000864152
0.00651429 	0.000127661 	0.0689633 	0.0015066
0.00868571 	-2.92405e-05 	0.088877 	0.00197016
0.0108571 	-0.000167388 	0.10332 	0.00214772
0.0130286 	-0.000262587 	0.112432 	0.00211355
0.0152 	-0.000313096 	0.117407 	0.00198314
0.0173714 	-0.00032881 	0.119497 	0.00182651
0.0195429 	-0.000321455 	0.119638 	0.00166594
0.0217143 	-0.000298896 	0.118418 	0.00150787
0.0238857 	-0.000266134 	0.11617 	0.00135939
0.0260571 	-0.000227006 	0.113076 	0.0012215
0.0282286 	-0.000184562 	0.109236 	0.00109244
0.0304 	-0.00014135 	0.104701 	0.000969848
0.0325714 	-9.94831e-05 	0.0994955 	0.000851189
0.0347429 	-6.11318e-05 	0.0936258 	0.000733954
0.0369143 	-2.72072e-05 	0.0870023 	0.000614189
0.0390857 	2.74033e-06 	0.0793886 	0.000485876
0.0412571 	2.92288e-05 	0.0706019 	0.000344576
0.0434286 	5.21774e-05 	0.0606417 	0.000189285
0.0456 	7.09961e-05 	0.0495998 	2.05084e-05
0.0477714 	8.57014e-05 	0.0375776 	-0.000161272
0.0499429 	9.66882e-05 	0.0246605 	-0.000356017
0.0521143 	0.000104339 	0.0109195 	-0.00056402
0.0542857 	0.000108281 	-0.00357066 	-0.000785305
0.0564571 	0.000107976 	-0.0187372 	-0.00102028
0.0586286 	0.000103882 	-0.0344583 	-0.00126696
0.0608 	9.71329e-05 	-0.0505292 	-0.00151959
0.0629714 	8.68864e-05 	-0.0667813 	-0.00176184
0.0651429 	6.98121e-05 	-0.0834561 	-0.00197475
0.0673143 	4.43122e-05 	-0.101308 	-0.00216021
0.0694857 	9.58232e-06 	-0.119883 	-0.00227029
0.0716571 	-2.40112e-05 	-0.128826 	-0.00207034
0.0738286 	-2.78447e-05 	-0.0994393 	-0.00128793
0.076 	0 	0 	0
