0 	288.15
0.00217143 	288.506
0.00434286 	288.851
0.00651429 	289.166
0.00868571 	289.427
0.0108571 	289.624
0.0130286 	289.769
0.0152 	289.879
0.0173714 	289.968
0.0195429 	290.043
0.0217143 	290.106
0.0238857 	290.157
0.0260571 	290.199
0.0282286 	290.232
0.0304 	290.258
0.0325714 	290.276
0.0347429 	290.287
0.0369143 	290.29
0.0390857 	290.286
0.0412571 	290.272
0.0434286 	290.25
0.0456 	290.219
0.0477714 	290.177
0.0499429 	290.122
0.0521143 	290.052
0.0542857 	289.959
0.0564571 	289.838
0.0586286 	289.683
0.0608 	289.485
0.0629714 	289.22
0.0651429 	288.851
0.0673143 	288.304
0.0694857 	287.434
0.0716571 	286.084
0.0738286 	284.274
0.076 	282.189
