0 	288.15
0.00217143 	288.399
0.00434286 	288.646
0.00651429 	288.883
0.00868571 	289.098
0.0108571 	289.281
0.0130286 	289.438
0.0152 	289.578
0.0173714 	289.703
0.0195429 	289.809
0.0217143 	289.894
0.0238857 	289.962
0.0260571 	290.015
0.0282286 	290.052
0.0304 	290.075
0.0325714 	290.085
0.0347429 	290.083
0.0369143 	290.068
0.0390857 	290.041
0.0412571 	290.001
0.0434286 	289.948
0.0456 	289.879
0.0477714 	289.791
0.0499429 	289.677
0.0521143 	289.536
0.0542857 	289.366
0.0564571 	289.164
0.0586286 	288.926
0.0608 	288.641
0.0629714 	288.292
0.0651429 	287.851
0.0673143 	287.253
0.0694857 	286.332
0.0716571 	284.89
0.0738286 	282.98
0.076 	280.856
