0 	0 	0 	0
0.00217143 	0.000152699 	-0.018071 	0.00131673
0.00434286 	0.000272618 	-0.0231321 	0.00233599
0.00651429 	0.000412286 	-0.0175602 	0.00305306
0.00868571 	0.000624338 	-0.00522373 	0.00346139
0.0108571 	0.000899811 	0.009295 	0.00360846
0.0130286 	0.00123895 	0.0239515 	0.00356803
0.0152 	0.00163359 	0.038285 	0.00339433
0.0173714 	0.00204825 	0.0512396 	0.00314722
0.0195429 	0.00243884 	0.061904 	0.00288971
0.0217143 	0.00277724 	0.0699618 	0.00266533
0.0238857 	0.00306267 	0.0757208 	0.00248878
0.0260571 	0.00329698 	0.0795249 	0.00236265
0.0282286 	0.00347977 	0.0816213 	0.00228561
0.0304 	0.0036139 	0.0822519 	0.00225252
0.0325714 	0.00370451 	0.0816333 	0.00225703
0.0347429 	0.00375609 	0.0799105 	0.00229382
0.0369143 	0.00377307 	0.0771782 	0.00235876
0.0390857 	0.00375873 	0.073506 	0.00244825
0.0412571 	0.00371469 	0.0689304 	0.00255901
0.0434286 	0.00364343 	0.0634643 	0.00268774
0.0456 	0.00354343 	0.0569661 	0.00283361
0.0477714 	0.00340678 	0.0490619 	0.00299849
0.0499429 	0.0032253 	0.0394506 	0.00317875
0.0521143 	0.00299843 	0.0281182 	0.00336139
0.0542857 	0.00273374 	0.0152118 	0.00352885
0.0564571 	0.00244275 	0.000949348 	0.0036646
0.0586286 	0.00213802 	-0.0142973 	0.00375521
0.0608 	0.00181793 	-0.0307567 	0.00378741
0.0629714 	0.00148618 	-0.0486592 	0.0037465
0.0651429 	0.00116278 	-0.0675898 	0.00361837
0.0673143 	0.000860891 	-0.087611 	0.0033772
0.0694857 	0.000582416 	-0.108245 	0.00294947
0.0716571 	0.000325592 	-0.119289 	0.00224416
0.0738286 	0.000113043 	-0.0936621 	0.00127508
0.076 	0 	0 	0
