0 	0 	0 	0
0.00217143 	0.000295224 	-0.0287004 	3.21754e-05
0.00434286 	0.000436057 	-0.0415031 	0.00010907
0.00651429 	0.000471333 	-0.0418147 	0.000294364
0.00868571 	0.000488209 	-0.0339946 	0.000599831
0.0108571 	0.000507912 	-0.0227995 	0.000966041
0.0130286 	0.000553613 	-0.0111932 	0.0013332
0.0152 	0.000618686 	1.66187e-06 	0.00168313
0.0173714 	0.000698569 	0.0105163 	0.00200528
0.0195429 	0.00080845 	0.0202097 	0.00229308
0.0217143 	0.000958095 	0.0288575 	0.00254018
0.0238857 	0.00113975 	0.0361256 	0.00273882
0.0260571 	0.00134351 	0.0420175 	0.00289229
0.0282286 	0.001562 	0.0467309 	0.003009
0.0304 	0.00178665 	0.0503545 	0.00309398
0.0325714 	0.00200986 	0.0528972 	0.00314995
0.0347429 	0.00222583 	0.0543859 	0.0031798
0.0369143 	0.00242975 	0.0548608 	0.00318643
0.0390857 	0.00261593 	0.0543761 	0.00317268
0.0412571 	0.00278077 	0.0529643 	0.00314039
0.0434286 	0.00292217 	0.0506472 	0.00309075
0.0456 	0.00303689 	0.0474481 	0.00302483
0.0477714 	0.0031233 	0.0433611 	0.00294294
0.0499429 	0.00317533 	0.0383191 	0.00284413
0.0521143 	0.00318219 	0.0320803 	0.00272401
0.0542857 	0.00313027 	0.0242646 	0.00257119
0.0564571 	0.00301034 	0.0146443 	0.00238012
0.0586286 	0.00282054 	0.00325925 	0.00215486
0.0608 	0.00256732 	-0.00950473 	0.00190555
0.0629714 	0.00225048 	-0.0241838 	0.00162514
0.0651429 	0.00187835 	-0.0414029 	0.00130485
0.0673143 	0.00147301 	-0.0608845 	0.000952911
0.0694857 	0.00103368 	-0.0812705 	0.00058034
0.0716571 	0.000575442 	-0.0931142 	0.000257952
0.0738286 	0.000190714 	-0.074988 	7.65158e-05
0.076 	0 	0 	0
