0 	288.15
0.00217143 	288.428
0.00434286 	288.708
0.00651429 	288.985
0.00868571 	289.243
0.0108571 	289.469
0.0130286 	289.654
0.0152 	289.8
0.0173714 	289.91
0.0195429 	289.992
0.0217143 	290.05
0.0238857 	290.088
0.0260571 	290.111
0.0282286 	290.12
0.0304 	290.117
0.0325714 	290.103
0.0347429 	290.078
0.0369143 	290.04
0.0390857 	289.99
0.0412571 	289.926
0.0434286 	289.845
0.0456 	289.743
0.0477714 	289.617
0.0499429 	289.466
0.0521143 	289.29
0.0542857 	289.088
0.0564571 	288.857
0.0586286 	288.593
0.0608 	288.284
0.0629714 	287.921
0.0651429 	287.479
0.0673143 	286.889
0.0694857 	285.981
0.0716571 	284.534
0.0738286 	282.597
0.076 	280.459
