0 	0 	0 	0
0.00217143 	0.0001299 	0.000159712 	3.57569e-05
0.00434286 	0.000413389 	0.0108407 	-0.000172728
0.00651429 	0.000849195 	0.0287254 	-0.000590897
0.00868571 	0.001376 	0.0490266 	-0.00111732
0.0108571 	0.00189826 	0.0671984 	-0.00162344
0.0130286 	0.00235115 	0.0813067 	-0.00203489
0.0152 	0.00271251 	0.0912023 	-0.00233223
0.0173714 	0.00298421 	0.0975322 	-0.00252703
0.0195429 	0.00317771 	0.101136 	-0.00264152
0.0217143 	0.00330811 	0.102747 	-0.002697
0.0238857 	0.00339095 	0.102912 	-0.00270967
0.0260571 	0.00343698 	0.101974 	-0.00268992
0.0282286 	0.00345228 	0.100132 	-0.00264409
0.0304 	0.00344128 	0.0975094 	-0.0025757
0.0325714 	0.00340854 	0.0941614 	-0.002486
0.0347429 	0.00335398 	0.0901079 	-0.00238116
0.0369143 	0.00327914 	0.0853468 	-0.0022606
0.0390857 	0.00318735 	0.0798661 	-0.00211753
0.0412571 	0.00307824 	0.0735559 	-0.00194865
0.0434286 	0.00294923 	0.0661108 	-0.00174555
0.0456 	0.00279736 	0.0572186 	-0.0015003
0.0477714 	0.00262326 	0.0467836 	-0.0012116
0.0499429 	0.00243045 	0.0348848 	-0.00088374
0.0521143 	0.00222201 	0.0216628 	-0.000523995
0.0542857 	0.00200017 	0.00729625 	-0.000142792
0.0564571 	0.00176861 	-0.00793349 	0.000244802
0.0586286 	0.0015287 	-0.0241285 	0.000631355
0.0608 	0.00128372 	-0.0413645 	0.00100683
0.0629714 	0.00104155 	-0.0592703 	0.00134935
0.0651429 	0.000807906 	-0.0777065 	0.00164157
0.0673143 	0.000585928 	-0.0970783 	0.00186806
0.0694857 	0.000374849 	-0.117149 	0.00197808
0.0716571 	0.000187372 	-0.127788 	0.00179802
0.0738286 	5.50167e-05 	-0.0997717 	0.00114113
0.076 	0 	0 	0
