0 	288.15
0.00217143 	288.401
0.00434286 	288.649
0.00651429 	288.892
0.00868571 	289.122
0.0108571 	289.329
0.0130286 	289.503
0.0152 	289.642
0.0173714 	289.747
0.0195429 	289.825
0.0217143 	289.879
0.0238857 	289.914
0.0260571 	289.93
0.0282286 	289.931
0.0304 	289.917
0.0325714 	289.888
0.0347429 	289.844
0.0369143 	289.786
0.0390857 	289.709
0.0412571 	289.612
0.0434286 	289.495
0.0456 	289.359
0.0477714 	289.203
0.0499429 	289.027
0.0521143 	288.829
0.0542857 	288.609
0.0564571 	288.362
0.0586286 	288.085
0.0608 	287.772
0.0629714 	287.413
0.0651429 	286.976
0.0673143 	286.382
0.0694857 	285.462
0.0716571 	284.001
0.0738286 	282.056
0.076 	279.917
